1,3910,0,3910,100
2,3910,100,3910,200
3,3910,200,3910,300
4,3910,300,4010,300
5,4010,300,4110,300
6,4110,300,4210,300
7,4210,300,4210,200
8,4210,200,4210,100
9,4210,100,4210,0
10,4210,0,4110,0
11,4110,0,4010,0
12,4010,0,3910,0
13,3910,0,3760,0
14,3760,0,3610,0
15,3610,0,3460,0
16,3460,0,3310,0
17,3310,0,3160,0
18,3160,0,3010,0
19,3010,0,3010,150
20,3010,150,3010,300
21,3010,300,3010,600
22,3010,600,3010,900
23,3010,900,3010,1200
24,3010,1200,3010,1500
25,3010,1500,3010,1700
26,3010,1700,3010,1800
27,3010,1800,3010,1850
28,3010,1850,3010,1900
29,3010,1900,3010,1950
30,3010,1950,3010,2000
31,3010,2000,3010,2050
32,3010,2050,3010,2100
33,3010,2100,3010,2150
34,3010,2150,3045,2185
35,3045,2185,3095,2185
36,3095,2185,3145,2185
37,3145,2185,3195,2185
38,3195,2185,3245,2185
39,3245,2185,3295,2185
40,3295,2185,3345,2185
41,3345,2185,3395,2185
42,3395,2185,3445,2185
43,3445,2185,3495,2185
44,3495,2185,3545,2185
45,3545,2185,3595,2185
46,3595,2185,3645,2185
47,3645,2185,3695,2185
48,3695,2185,3745,2185
49,3745,2185,3795,2185
50,3795,2185,3845,2185
51,3845,2185,3895,2185
52,3895,2185,3945,2185
53,3945,2185,3995,2185
54,3995,2185,4045,2185
55,4045,2185,4095,2185
56,4095,2185,4145,2185
57,4145,2185,4195,2185
58,4195,2185,4280,2185
59,4195,2185,4245,2185
60,4245,2185,4280,2220
61,4280,2220,4280,2270
62,4280,2185,4280,2270
63,4280,2270,4280,2370
64,4280,2370,4280,2470
65,4280,2470,4280,2670
66,4280,2670,4280,2870
67,4280,2870,4280,2970
68,4280,2970,4280,3070
69,4280,3070,4280,3170
70,4280,3170,4280,3270
71,4280,3270,4210,3340
72,4210,3340,4110,3340
73,4110,3340,4010,3340
74,4010,3340,3910,3340
75,3910,3340,3810,3340
76,3810,3340,3710,3340
77,3710,3340,3410,3340
78,3410,3340,3110,3340
79,3110,3340,2810,3340
80,2810,3340,2510,3340
81,2510,3340,2210,3340
82,2210,3340,1910,3340
83,1910,3340,1610,3340
84,1610,3340,1310,3340
85,1310,3340,1010,3340
86,1010,3340,910,3340
87,910,3340,825,3340
88,825,3340,725,3340
89,725,3340,650,3340
90,650,3340,650,3265
91,650,3265,650,3190
92,650,3190,650,3115
93,650,3115,725,3115
94,725,3115,800,3115
95,800,3115,875,3115
96,875,3115,950,3115
97,950,3115,950,3190
98,950,3190,950,3265
99,950,3265,980,3303
100,980,3303,1010,3340
101,3710,3340,3710,3305
102,3710,3305,3810,3305
103,3810,3305,3910,3305
104,3910,3305,3990,3305
105,3990,3305,4090,3305
106,4090,3305,4190,3305
107,4190,3305,4255,3240
108,4255,3240,4255,3140
109,4255,3140,4255,3040
110,4255,3040,4255,2940
111,4255,2940,4255,2840
112,4255,2840,4255,2740
113,4255,2740,4255,2640
114,4255,2640,4255,2540
115,4255,2540,4255,2440
116,4255,2440,4255,2340
117,4255,2340,4255,2290
118,4255,2290,4255,2240
119,4255,2240,4225,2210
120,4225,2210,4175,2210
121,4175,2210,4125,2210
122,4125,2210,4075,2210
123,4075,2210,4025,2210
124,4025,2210,3975,2210
125,3975,2210,3925,2210
126,3925,2210,3875,2210
127,3875,2210,3825,2210
128,3825,2210,3775,2210
129,3775,2210,3725,2210
130,3725,2210,3675,2210
131,3675,2210,3625,2210
132,3625,2210,3575,2210
133,3575,2210,3525,2210
134,3525,2210,3475,2210
135,3475,2210,3425,2210
136,3425,2210,3375,2210
137,3375,2210,3325,2210
138,3325,2210,3275,2210
139,3275,2210,3225,2210
140,3225,2210,3175,2210
141,3175,2210,3125,2210
142,3125,2210,3075,2210
